,title,all_ratio,genres,specs,platform,developer,positive_review,positive_review_rank
31248,Duskers,88% of the 862 user reviews for this game are positive.,"['Indie', 'Strategy']",['Single-player'],"SteamOS,Linux,Mac,Windows,","Misfits AtticPublisher:Misfits AtticRelease Date: May 18, 2016",759.0,130
1143,Panzer Corps,91% of the 834 user reviews for this game are positive.,['Strategy'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']","Mac,Windows,","Flashback Games, The Lordz Games StudioPublisher:Slitherine Ltd.Release Date: Jul 10, 2011",759.0,130
1590,The Collider,88% of the 861 user reviews for this game are positive.,"['Casual', 'Racing']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']","Linux,Mac,Windows,","Shortbreak Studios s.c.Publisher:Shortbreak Studios s.c.Release Date: Sep 15, 2014",758.0,133
38197,Bendy and the Ink Machine™,83% of the 909 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support']","Linux,Mac,Windows,","Joey Drew Studios Inc.Publisher:Joey Drew Studios Inc.Release Date: Apr 27, 2017",754.0,134
31693,,84% of the 897 user reviews for this game are positive.,,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","Windows,",,753.0,135
36640,Castle of Illusion,89% of the 846 user reviews for this game are positive.,"['Adventure', 'Casual']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Mac,Windows,","SEGA Studios Australia, Feral Interactive (Mac)Publisher:SEGA, Feral Interactive (Mac)Release Date: Sep 4, 2013",753.0,135
30845,ChuSingura46+1 S,88% of the 853 user reviews for this game are positive.,"['Adventure', 'Free to Play']",['Single-player'],"Mac,Windows,","インレ, InrePublisher:NextNinjaRelease Date: Jun 21, 2016",751.0,137
487,Sonic CD,"90% of the 1,754 user reviews for this game are positive.",,['Single-player'],"Windows,","Blit SoftwarePublisher:SEGARelease Date: Jan 19, 2012",750.0,138
38974,Peggle Deluxe,95% of the 790 user reviews for this game are positive.,['Casual'],['Single-player'],"Mac,Windows,","PopCap Games, Inc.Publisher:PopCap Games, Inc.Release Date: Feb 27, 2007",750.0,138
999,9.03m,82% of the 913 user reviews for this game are positive.,['Indie'],['Single-player'],"Windows,","Space BudgiePublisher:Space BudgieRelease Date: Sep 12, 2013",749.0,140
7592,MINDNIGHT,82% of the 913 user reviews for this game are positive.,"['Free to Play', 'Indie', 'RPG', 'Strategy']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'In-App Purchases', 'Stats']","Linux,Mac,Windows,","No MoonPublisher:No MoonRelease Date: Aug 4, 2017",749.0,140
21379,Black Survival,77% of the 971 user reviews for this game are positive.,"['Free to Play', 'Indie', 'Strategy', 'Early Access']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","Windows,","ArchbearsPublisher:ArchbearsRelease Date: Dec 5, 2017",748.0,142
35194,Geometry Wars™ 3: Dimensions Evolved,90% of the 831 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","Linux,Mac,Windows,","Lucid Games, Aspyr (Mac &amp; Linux)Publisher:Sierra, Activision, Aspyr (Mac, Linux)Release Date: Nov 25, 2014",748.0,142
23972,The Heiress,87% of the 860 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","Windows,","ONEONE1Publisher:Paradise ProjectRelease Date: Aug 11, 2017",748.0,142
13424,LoveChoice 拣爱,93% of the 804 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']","['Single-player', 'Steam Achievements']","Mac,Windows,","Akaba StudioPublisher:Akaba StudioRelease Date: Sep 30, 2018",748.0,142
7093,Medieval Kingdom Wars,79% of the 947 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","Windows,","Reverie World StudiosRelease Date: Jun 9, 2017",748.0,142
976,Desktop Dungeons,90% of the 828 user reviews for this game are positive.,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Linux,Mac,Windows,","QCF DesignPublisher:QCF DesignRelease Date: Nov 7, 2013",745.0,147
38751,Trackmania United Forever Star Edition,94% of the 793 user reviews for this game are positive.,['Racing'],"['Single-player', 'Multi-player', 'Includes level editor']","Windows,","NadeoPublisher:UbisoftRelease Date: Apr 16, 2008",745.0,147
36812,TrackMania² Canyon,79% of the 942 user reviews for this game are positive.,"['Racing', 'Sports']","['Single-player', 'Multi-player', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']","Windows,","NadeoPublisher:UbisoftRelease Date: Sep 14, 2011",744.0,149
12389,Liftoff: FPV Drone Racing,86% of the 865 user reviews for this game are positive.,"['Indie', 'Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']","Linux,Mac,Windows,","LuGus StudiosPublisher:LuGus StudiosRelease Date: Sep 13, 2018",744.0,149
27404,Eador. Imperium,84% of the 883 user reviews for this game are positive.,"['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","Windows,","Snowbird GamesPublisher:Snowbird GamesRelease Date: Jan 27, 2017",742.0,151
