,app_name,title,id,url,all_ratio,genres,specs,platform,developer,Developer,Publisher,Release_Date,Positive_Review,Positive_Review_Rank,Top_Played_Rank
30299,No Man's Sky,No Man's Sky,275850.0,https://store.steampowered.com/app/275850/No_Mans_Sky/,"47% of the 96,706 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Windows,","Hello GamesPublisher:Hello GamesRelease Date: Aug 12, 2016",Hello Games,Hello Games,Aug 12 2016,45452.0,31,
951,Space Engineers,Space Engineers,244850.0,https://store.steampowered.com/app/244850/Space_Engineers/,"87% of the 49,145 user reviews for this game are positive.","['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']","Windows,","Keen Software HousePublisher:Keen Software HouseRelease Date: Oct 23, 2013",Keen Software House,Keen Software House,Oct 23 2013,42756.0,33,
2415,Dirty Bomb®,Dirty Bomb®,333930.0,https://store.steampowered.com/app/333930/Dirty_Bomb/,"79% of the 53,539 user reviews for this game are positive.","['Action', 'Free to Play']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Windows,",Splash DamagePublisher:Warchest Ltd.Release Date: Jun 2015,Splash Damage,Warchest Ltd,Jun 2015,42296.0,34,
34284,Clicker Heroes,Clicker Heroes,363970.0,https://store.steampowered.com/app/363970/Clicker_Heroes/,"89% of the 46,488 user reviews for this game are positive.","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']","Mac,Windows,","PlaysaurusPublisher:PlaysaurusRelease Date: May 13, 2015",Playsaurus,Playsaurus,May 13 2015,41374.0,35,
8745,Battlerite,Battlerite,504370.0,https://store.steampowered.com/app/504370/Battlerite/,"84% of the 47,219 user reviews for this game are positive.","['Action', 'Free to Play']","['Single-player', 'Multi-player', 'Online Multi-Player', 'In-App Purchases', 'Steam Cloud']","Windows,","Stunlock StudiosPublisher:Stunlock StudiosRelease Date: Nov 8, 2017",Stunlock Studios,Stunlock Studios,Nov 8 2017,39664.0,36,
804,Age of Empires II HD,Age of Empires II HD,221380.0,https://store.steampowered.com/app/221380/Age_of_Empires_II_HD/,"94% of the 40,854 user reviews for this game are positive.",['Strategy'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']","Windows,","Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten EmpiresPublisher:Microsoft StudiosRelease Date: Apr 9, 2013",Skybox Labs Hidden Path Entertainment Ensemble Studios Forgotten Empires,Microsoft Studios,Apr 9 2013,38403.0,37,
35232,This War of Mine,This War of Mine,282070.0,https://store.steampowered.com/app/282070/This_War_of_Mine/,"94% of the 38,788 user reviews for this game are positive.","['Adventure', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Linux,Mac,Windows,","11 bit studiosPublisher:11 bit studiosRelease Date: Nov 14, 2014",11 bit studios,11 bit studios,Nov 14 2014,36461.0,38,
38753,Portal,Portal,400.0,https://store.steampowered.com/app/400/Portal/,"97% of the 36,951 user reviews for this game are positive.",['Action'],"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK', 'Commentary available']","Mac,Windows,","ValvePublisher:ValveRelease Date: Oct 10, 2007",Valve,Valve,Oct 10 2007,35842.0,39,
661,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,219640.0,https://store.steampowered.com/app/219640/Chivalry_Medieval_Warfare/,"83% of the 42,110 user reviews for this game are positive.","['Action', 'Indie']","['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor']","Linux,Mac,Windows,","Torn Banner StudiosPublisher:Torn Banner StudiosRelease Date: Oct 16, 2012",Torn Banner Studios,Torn Banner Studios,Oct 16 2012,34951.0,40,
36937,PlanetSide 2,PlanetSide 2,218230.0,https://store.steampowered.com/app/218230/PlanetSide_2/,"82% of the 42,314 user reviews for this game are positive.","['Action', 'Free to Play', 'Massively Multiplayer']","['Multi-player', 'MMO', 'Steam Trading Cards']","Windows,","Daybreak Game CompanyPublisher:Daybreak Game CompanyRelease Date: Nov 20, 2012",Daybreak Game Company,Daybreak Game Company,Nov 20 2012,34697.0,41,
34551,AdVenture Capitalist,AdVenture Capitalist,346900.0,https://store.steampowered.com/app/346900/AdVenture_Capitalist/,"89% of the 38,784 user reviews for this game are positive.","['Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Hyper Hippo GamesPublisher:Hyper Hippo GamesRelease Date: Mar 30, 2015",Hyper Hippo Games,Hyper Hippo Games,Mar 30 2015,34518.0,42,
7539,The Long Dark,The Long Dark,305620.0,https://store.steampowered.com/app/305620/The_Long_Dark/,"91% of the 37,272 user reviews for this game are positive.","['Adventure', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","SteamOS,Linux,Mac,Windows,","Hinterland Studio Inc.Publisher:Hinterland Studio Inc.Release Date: Aug 1, 2017",Hinterland Studio Inc,Hinterland Studio Inc,Aug 1 2017,33918.0,43,
654,Castle Crashers®,Castle Crashers®,204360.0,https://store.steampowered.com/app/204360/Castle_Crashers/,"96% of the 35,164 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Mac,Windows,","The BehemothPublisher:The BehemothRelease Date: Sep 26, 2012",The Behemoth,The Behemoth,Sep 26 2012,33757.0,44,
1168,Goat Simulator,Goat Simulator,265930.0,https://store.steampowered.com/app/265930/Goat_Simulator/,"87% of the 37,914 user reviews for this game are positive.","['Casual', 'Indie', 'Simulation']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","Linux,Mac,Windows,","Coffee Stain StudiosPublisher:Coffee Stain PublishingRelease Date: Apr 1, 2014",Coffee Stain Studios,Coffee Stain Publishing,Apr 1 2014,32985.0,45,
2810,SMITE®,SMITE®,386360.0,https://store.steampowered.com/app/386360/SMITE/,"81% of the 39,483 user reviews for this game are positive.","['Action', 'Free to Play']","['Multi-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","Titan Forge GamesPublisher:Hi-Rez StudiosRelease Date: Sep 8, 2015",Titan Forge Games,Hi Rez Studios,Sep 8 2015,31981.0,46,
3334,Darkest Dungeon®,Darkest Dungeon®,262060.0,https://store.steampowered.com/app/262060/Darkest_Dungeon/,"84% of the 37,299 user reviews for this game are positive.","['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Linux,Mac,Windows,","Red Hook StudiosPublisher:Red Hook StudiosRelease Date: Jan 19, 2016",Red Hook Studios,Red Hook Studios,Jan 19 2016,31331.0,47,
35441,Middle-earth™: Shadow of Mordor™,Middle-earth™: Shadow of Mordor™,241930.0,https://store.steampowered.com/app/241930/Middleearth_Shadow_of_Mordor/,"91% of the 33,997 user reviews for this game are positive.",,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","SteamOS,Linux,Mac,Windows,","Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)Publisher:WB Games, Feral Interactive (Mac)Release Date: Sep 30, 2014",Monolith Productions Feral Interactive Mac Feral Interactive Linux,WB Games Feral Interactive Mac,Sep 30 2014,30937.0,48,
22854,Cuphead,Cuphead,268910.0,https://store.steampowered.com/app/268910/Cuphead/,"95% of the 31,711 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","Studio MDHR Entertainment Inc.Publisher:Studio MDHR Entertainment Inc.Release Date: Sep 29, 2017",Studio MDHR Entertainment Inc,Studio MDHR Entertainment Inc,Sep 29 2017,30125.0,49,
1775,Everlasting Summer,Everlasting Summer,331470.0,https://store.steampowered.com/app/331470/Everlasting_Summer/,"95% of the 30,357 user reviews for this game are positive.","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","Linux,Mac,Windows,","Soviet GamesPublisher:Soviet GamesRelease Date: Nov 19, 2014",Soviet Games,Soviet Games,Nov 19 2014,28839.0,51,
8028,Divinity: Original Sin 2 - Definitive Edition,Divinity: Original Sin 2 - Definitive Edition,435150.0,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/,"93% of the 30,758 user reviews for this game are positive.","['Adventure', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Windows,","Larian StudiosPublisher:Larian StudiosRelease Date: Sep 14, 2017",Larian Studios,Larian Studios,Sep 14 2017,28605.0,52,
32225,Firewatch,Firewatch,383870.0,https://store.steampowered.com/app/383870/Firewatch/,"84% of the 33,548 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Campo SantoPublisher:Panic, Campo SantoRelease Date: Feb 9, 2016",Campo Santo,Panic Campo Santo,Feb 9 2016,28180.0,53,
36637,Outlast,Outlast,238320.0,https://store.steampowered.com/app/238320/Outlast/,"96% of the 28,673 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","Linux,Mac,Windows,","Red BarrelsPublisher:Red BarrelsRelease Date: Sep 4, 2013",Red Barrels,Red Barrels,Sep 4 2013,27526.0,55,
37098,To the Moon,To the Moon,206440.0,https://store.steampowered.com/app/206440/To_the_Moon/,"96% of the 28,646 user reviews for this game are positive.","['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Freebird GamesPublisher:Freebird GamesRelease Date: Nov 1, 2011",Freebird Games,Freebird Games,Nov 1 2011,27500.0,56,
36577,The Stanley Parable,The Stanley Parable,221910.0,https://store.steampowered.com/app/221910/The_Stanley_Parable/,"91% of the 29,152 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']","Linux,Mac,Windows,","Galactic CafePublisher:Galactic CafeRelease Date: Oct 17, 2013",Galactic Cafe,Galactic Cafe,Oct 17 2013,26528.0,57,
36635,Brothers - A Tale of Two Sons,Brothers - A Tale of Two Sons,225080.0,https://store.steampowered.com/app/225080/Brothers__A_Tale_of_Two_Sons/,"94% of the 27,408 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Full controller support']","Windows,","Starbreeze Studios ABPublisher:505 GamesRelease Date: Sep 3, 2013",Starbreeze Studios AB,505 Games,Sep 3 2013,25764.0,58,
6182,Hollow Knight,Hollow Knight,367520.0,https://store.steampowered.com/app/367520/Hollow_Knight/,"94% of the 26,386 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Team CherryPublisher:Team CherryRelease Date: Feb 24, 2017",Team Cherry,Team Cherry,Feb 24 2017,24803.0,60,
2928,Prison Architect,Prison Architect,233450.0,https://store.steampowered.com/app/233450/Prison_Architect/,"93% of the 26,267 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Linux,Mac,Windows,","Introversion SoftwarePublisher:Introversion SoftwareRelease Date: Oct 6, 2015",Introversion Software,Introversion Software,Oct 6 2015,24428.0,61,
172,"Star Wars: Battlefront 2 (Classic, 2005)","Star Wars: Battlefront 2 (Classic, 2005)",6060.0,https://store.steampowered.com/app/6060/Star_Wars_Battlefront_2_Classic_2005/,"91% of the 25,981 user reviews for this game are positive.",['Action'],"['Single-player', 'Multi-player', 'Online Multi-Player', 'Partial Controller Support', 'Steam Cloud']","Windows,","Pandemic StudiosPublisher:Lucasfilm, LucasArts, Disney InteractiveRelease Date: Nov 1, 2005",Pandemic Studios,Lucasfilm LucasArts Disney Interactive,Nov 1 2005,23643.0,62,
33095,Broforce,Broforce,274190.0,https://store.steampowered.com/app/274190/Broforce/,"96% of the 23,861 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support', 'Includes level editor']","Linux,Mac,Windows,","Free LivesPublisher:Devolver DigitalRelease Date: Oct 15, 2015",Free Lives,Devolver Digital,Oct 15 2015,22907.0,63,
894,Game Dev Tycoon,Game Dev Tycoon,239820.0,https://store.steampowered.com/app/239820/Game_Dev_Tycoon/,"94% of the 24,196 user reviews for this game are positive.","['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Linux,Mac,Windows,","Greenheart GamesPublisher:Greenheart GamesRelease Date: Aug 29, 2013",Greenheart Games,Greenheart Games,Aug 29 2013,22744.0,65,
1276,Fistful of Frags,Fistful of Frags,265630.0,https://store.steampowered.com/app/265630/Fistful_of_Frags/,"90% of the 25,071 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie']","['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Includes Source SDK']","Linux,Mac,Windows,","Fistful of Frags TeamPublisher:Fistful of Frags TeamRelease Date: May 9, 2014",Fistful of Frags Team,Fistful of Frags Team,May 9 2014,22564.0,67,
34675,Ori and the Blind Forest,Ori and the Blind Forest,261570.0,https://store.steampowered.com/app/261570/Ori_and_the_Blind_Forest/,"96% of the 23,403 user reviews for this game are positive.",['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']","Windows,","Moon Studios GmbHPublisher:Microsoft StudiosRelease Date: Mar 11, 2015",Moon Studios GmbH,Microsoft Studios,Mar 11 2015,22467.0,68,
498,Realm of the Mad God,Realm of the Mad God,200210.0,https://store.steampowered.com/app/200210/Realm_of_the_Mad_God/,"82% of the 27,270 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']","['Multi-player', 'MMO', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Stats']","Mac,Windows,","Wild Shadow Studios, Deca GamesPublisher:Deca GamesRelease Date: Feb 20, 2012",Wild Shadow Studios Deca Games,Deca Games,Feb 20 2012,22361.0,69,
6349,NieR:Automata™,NieR:Automata™,524220.0,https://store.steampowered.com/app/524220/NieRAutomata/,"82% of the 26,711 user reviews for this game are positive.","['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Square EnixPublisher:Square EnixRelease Date: Mar 17, 2017",Square Enix,Square Enix,Mar 17 2017,21903.0,70,
38652,The Witcher: Enhanced Edition Director's Cut,The Witcher: Enhanced Edition Director's Cut,20900.0,https://store.steampowered.com/app/20900/The_Witcher_Enhanced_Edition_Directors_Cut/,"85% of the 25,575 user reviews for this game are positive.","['Action', 'RPG']","['Single-player', 'Steam Cloud']","Mac,Windows,","CD PROJEKT REDPublisher:CD PROJEKT RED, 1C-SoftClubRelease Date: Sep 16, 2008",CD PROJEKT RED,CD PROJEKT RED 1C SoftClub,Sep 16 2008,21739.0,71,
34960,Besiege,Besiege,346010.0,https://store.steampowered.com/app/346010/Besiege/,"94% of the 22,846 user reviews for this game are positive.","['Indie', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']","Linux,Mac,Windows,","Spiderling StudiosPublisher:Spiderling StudiosRelease Date: Jan 28, 2015",Spiderling Studios,Spiderling Studios,Jan 28 2015,21475.0,72,
5131,Sid Meier’s Civilization® VI,Sid Meier’s Civilization® VI,289070.0,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/,"66% of the 31,508 user reviews for this game are positive.",['Strategy'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","SteamOS,Linux,Mac,Windows,","Firaxis Games, Aspyr (Mac), Aspyr (Linux)Publisher:2K, Aspyr (Mac), Aspyr (Linux)Franchise:Sid Meier's CivilizationRelease Date: Oct 20, 2016",Firaxis Games Aspyr Mac Aspyr Linux,2K Aspyr Mac Aspyr Linux Franchise Sid Meier s Civilization,Oct 20 2016,20795.0,74,
